date,state,n_killed,n_injured,n_total
1/7/14,New Hampshire,0,1,1
1/7/14,Delaware,0,1,1
1/7/14,Ohio,1,0,1
1/7/14,Florida,1,0,1
1/7/14,Wisconsin,0,1,1
1/8/14,Arizona,0,1,1
1/8/14,Louisiana,0,1,1
1/8/14,Pennsylvania,0,1,1
1/8/14,Pennsylvania,1,0,1
1/8/14,Georgia,0,1,1
1/8/14,Indiana,0,1,1
1/8/14,North Dakota,1,0,1
1/8/14,Alabama,1,1,2
1/8/14,California,0,1,1
1/8/14,Ohio,0,1,1
1/8/14,New Jersey,1,1,2
1/8/14,Illinois,1,0,1
1/8/14,Texas,2,0,2
1/8/14,Georgia,1,0,1
1/8/14,Oklahoma,1,0,1
1/8/14,Kentucky,0,1,1
1/8/14,New York,0,1,1
1/8/14,Ohio,0,1,1
1/8/14,Ohio,0,1,1
1/8/14,North Carolina,0,1,1
1/8/14,New York,0,1,1
1/8/14,New York,1,0,1
1/8/14,District of Columbia,0,1,1
1/8/14,Texas,0,1,1
1/8/14,Illinois,0,1,1
1/8/14,Missouri,1,0,1
1/8/14,Colorado,0,1,1
1/8/14,Tennessee,0,1,1
1/8/14,Tennessee,0,1,1
1/8/14,Tennessee,0,1,1
1/8/14,Pennsylvania,0,1,1
1/8/14,Oklahoma,0,1,1
1/8/14,Ohio,0,1,1
1/8/14,Maryland,0,1,1
1/8/14,Ohio,1,0,1
1/8/14,Arkansas,0,1,1
1/8/14,Texas,0,1,1
1/8/14,Tennessee,1,1,2
1/8/14,North Carolina,0,1,1
1/8/14,Louisiana,0,1,1
1/8/14,Illinois,1,0,1
1/8/14,Georgia,1,0,1
1/8/14,Pennsylvania,0,1,1
1/8/14,New York,1,0,1
1/8/14,Texas,1,0,1
1/8/14,Pennsylvania,0,1,1
1/8/14,Texas,0,1,1
1/8/14,Texas,1,0,1
1/8/14,Mississippi,0,1,1
1/8/14,Alabama,1,1,2
1/8/14,Kansas,0,1,1
1/8/14,Maryland,1,0,1
1/8/14,Ohio,0,1,1
1/8/14,Missouri,0,1,1
1/8/14,California,0,1,1
1/8/14,New Jersey,0,1,1
1/8/14,Illinois,0,1,1
1/8/14,Colorado,0,1,1
1/8/14,Pennsylvania,1,0,1
1/8/14,Tennessee,0,1,1
1/8/14,New Jersey,0,1,1
1/8/14,Tennessee,1,0,1
1/8/14,Tennessee,0,1,1
1/8/14,Wisconsin,0,1,1
1/8/14,California,1,0,1
1/8/14,Ohio,1,0,1
1/8/14,Kansas,0,1,1
1/8/14,California,0,1,1
1/8/14,New Hampshire,0,1,1
1/8/14,Louisiana,0,1,1
1/8/14,Texas,0,1,1
1/8/14,Tennessee,0,1,1
1/8/14,Iowa,1,0,1
1/8/14,Iowa,0,1,1
1/8/14,Connecticut,0,2,2
1/8/14,Louisiana,0,1,1
1/8/14,California,1,0,1
1/8/14,Maine,0,1,1
1/8/14,California,1,0,1
1/9/14,Maryland,1,1,2
1/9/14,Louisiana,1,0,1
1/9/14,Virginia,0,1,1
1/9/14,Pennsylvania,1,0,1
1/9/14,Texas,0,1,1
1/9/14,North Carolina,0,1,1
1/9/14,California,1,0,1
1/9/14,Maryland,1,0,1
1/9/14,Florida,1,0,1
1/9/14,California,2,0,2
1/9/14,Florida,0,1,1
1/9/14,Illinois,0,1,1
1/9/14,Louisiana,2,0,2
1/9/14,Pennsylvania,0,1,1
1/9/14,Florida,1,0,1
1/9/14,Tennessee,0,1,1
1/9/14,Tennessee,0,3,3
1/9/14,Louisiana,1,0,1
1/9/14,South Carolina,0,2,2
1/9/14,Florida,0,1,1
1/9/14,Alabama,1,0,1
1/9/14,Ohio,0,1,1
1/9/14,Maryland,1,1,2
1/9/14,New Jersey,0,1,1
1/9/14,Maryland,0,1,1
1/9/14,California,0,1,1
1/9/14,California,0,1,1
1/9/14,Mississippi,0,2,2
1/9/14,California,0,1,1
1/9/14,North Carolina,0,1,1
1/9/14,Florida,0,3,3
1/9/14,Michigan,0,1,1
1/9/14,Missouri,0,1,1
1/9/14,Arkansas,1,0,1
1/9/14,South Carolina,1,2,3
1/9/14,Louisiana,1,0,1
1/9/14,Minnesota,1,0,1
1/9/14,Massachusetts,1,0,1
1/9/14,Nevada,0,1,1
1/9/14,Pennsylvania,0,1,1
1/9/14,Arkansas,1,1,2
1/9/14,Alabama,1,0,1
1/9/14,Tennessee,1,0,1
1/9/14,Florida,0,1,1
1/9/14,Illinois,0,2,2
1/9/14,Pennsylvania,0,1,1
1/9/14,Alabama,0,1,1
1/9/14,Alabama,1,0,1
1/9/14,Virginia,1,0,1
1/9/14,Michigan,0,1,1
1/9/14,Mississippi,0,1,1
1/9/14,Ohio,2,1,3
1/9/14,California,1,0,1
1/9/14,Mississippi,0,1,1
1/9/14,Texas,0,1,1
1/9/14,Florida,0,3,3
1/9/14,North Carolina,0,3,3
1/9/14,California,0,1,1
1/9/14,Ohio,2,0,2
1/9/14,Arizona,1,1,2
1/9/14,California,1,0,1
1/9/14,Ohio,1,0,1
1/9/14,New Hampshire,0,1,1
1/9/14,Ohio,0,1,1
1/10/14,Arizona,0,1,1
1/10/14,Texas,0,1,1
1/10/14,Maryland,2,0,2
1/10/14,South Carolina,1,0,1
1/10/14,Maryland,1,0,1
1/10/14,Georgia,1,0,1
1/10/14,Massachusetts,1,0,1
1/10/14,Tennessee,0,1,1
1/10/14,South Carolina,0,2,2
1/10/14,Mississippi,0,1,1
1/10/14,Kentucky,0,1,1
1/10/14,Pennsylvania,1,0,1
1/10/14,North Carolina,0,1,1
1/10/14,Kentucky,0,1,1
1/10/14,Alabama,0,1,1
1/10/14,North Carolina,0,1,1
1/10/14,California,0,1,1
1/10/14,Texas,0,1,1
1/10/14,California,0,1,1
1/10/14,California,0,1,1
1/10/14,Texas,1,0,1
1/10/14,Illinois,0,1,1
1/10/14,Indiana,0,1,1
1/10/14,Louisiana,0,1,1
1/10/14,Ohio,0,1,1
1/10/14,Wisconsin,0,2,2
1/10/14,Wisconsin,0,1,1
1/10/14,South Carolina,1,0,1
1/10/14,Arizona,0,2,2
1/10/14,Illinois,1,0,1
1/10/14,California,1,0,1
1/10/14,Texas,0,1,1
1/10/14,California,0,1,1
1/10/14,Pennsylvania,0,1,1
1/10/14,Georgia,0,1,1
1/10/14,Delaware,0,1,1
1/10/14,Texas,0,1,1
1/10/14,Kansas,0,1,1
1/10/14,Florida,0,1,1
1/10/14,California,0,1,1
1/10/14,Pennsylvania,0,1,1
1/10/14,Pennsylvania,0,1,1
1/10/14,Pennsylvania,0,1,1
1/10/14,Ohio,0,1,1
1/10/14,New Jersey,0,1,1
1/10/14,New York,1,0,1
1/10/14,New York,1,0,1
1/10/14,Mississippi,0,1,1
1/10/14,Tennessee,0,1,1
1/10/14,Georgia,0,1,1
1/10/14,California,1,0,1
1/10/14,Maryland,0,1,1
1/10/14,California,1,0,1
1/10/14,Georgia,0,1,1
1/10/14,Maryland,1,0,1
1/10/14,Michigan,1,1,2
1/10/14,Florida,1,2,3
1/10/14,Virginia,0,1,1
1/10/14,Virginia,0,1,1
1/11/14,Oregon,0,1,1
1/11/14,Mississippi,0,2,2
1/11/14,Arkansas,0,1,1
1/11/14,California,1,0,1
1/11/14,Wisconsin,0,1,1
1/11/14,California,0,1,1
1/11/14,Arkansas,1,0,1
1/11/14,Tennessee,0,1,1
1/11/14,Ohio,0,1,1
1/11/14,Tennessee,0,1,1
1/11/14,New York,0,1,1
1/11/14,North Carolina,1,0,1
1/11/14,Texas,2,1,3
1/11/14,Michigan,0,1,1
1/11/14,Kansas,0,1,1
1/11/14,Mississippi,0,2,2
1/11/14,Texas,2,0,2
1/11/14,Michigan,1,1,2
1/11/14,Florida,0,2,2
1/11/14,Mississippi,0,4,4
1/11/14,Missouri,1,1,2
1/11/14,Wisconsin,0,3,3
1/11/14,Texas,1,0,1
1/11/14,California,0,1,1
1/11/14,Iowa,0,1,1
1/11/14,Illinois,0,1,1
1/11/14,New Jersey,0,3,3
1/11/14,Minnesota,0,1,1
1/11/14,Nevada,1,0,1
1/11/14,Massachusetts,1,0,1
1/11/14,California,1,0,1
1/11/14,Illinois,0,2,2
1/11/14,Pennsylvania,0,1,1
1/11/14,Tennessee,0,1,1
1/11/14,Ohio,0,1,1
1/11/14,Pennsylvania,2,0,2
1/11/14,Oregon,1,3,4
1/11/14,Ohio,0,1,1
1/11/14,California,1,0,1
1/11/14,Oregon,0,1,1
1/11/14,Wisconsin,0,2,2
1/11/14,Arizona,0,2,2
1/11/14,South Carolina,1,1,2
1/11/14,Texas,0,1,1
1/11/14,Maryland,1,0,1
1/11/14,Arizona,1,0,1
1/11/14,New Jersey,0,2,2
1/11/14,Texas,3,1,4
1/11/14,Maryland,0,1,1
1/11/14,Colorado,1,0,1
1/11/14,Florida,0,1,1
1/11/14,Pennsylvania,1,0,1
1/11/14,North Carolina,1,1,2
1/11/14,Louisiana,0,1,1
1/11/14,Missouri,0,2,2
1/11/14,Louisiana,0,1,1
1/11/14,Pennsylvania,0,1,1
1/11/14,Alabama,0,1,1
1/11/14,Ohio,1,0,1
1/11/14,Ohio,1,0,1
1/11/14,Washington,0,1,1
1/11/14,California,0,1,1
1/11/14,Maryland,1,0,1
1/11/14,Texas,1,0,1
1/11/14,Pennsylvania,1,0,1
1/11/14,Illinois,0,1,1
1/11/14,Pennsylvania,0,1,1
1/11/14,Illinois,1,0,1
1/11/14,Maine,0,1,1
1/11/14,Texas,0,1,1
1/11/14,California,0,2,2
1/11/14,Virginia,0,2,2
1/11/14,Indiana,0,1,1
1/11/14,Connecticut,0,1,1
1/11/14,Pennsylvania,0,1,1
1/11/14,Tennessee,0,1,1
1/11/14,Massachusetts,1,0,1
1/11/14,Indiana,1,0,1
1/11/14,Pennsylvania,0,1,1
1/11/14,Pennsylvania,0,2,2
1/11/14,Alabama,0,1,1
1/12/14,District of Columbia,1,0,1
1/12/14,West Virginia,0,1,1
1/12/14,Virginia,2,0,2
1/12/14,Texas,0,1,1
1/12/14,Missouri,1,0,1
1/12/14,Maryland,0,1,1
1/12/14,Kansas,0,2,2
1/12/14,South Carolina,1,0,1
1/12/14,South Carolina,0,2,2
1/12/14,Colorado,0,1,1
1/12/14,California,1,0,1
1/12/14,Tennessee,0,1,1
1/12/14,Kentucky,1,0,1
1/12/14,Alabama,0,1,1
1/12/14,Louisiana,0,6,6
1/12/14,Florida,1,0,1
1/12/14,District of Columbia,1,0,1
1/12/14,Alabama,1,0,1
1/12/14,Georgia,0,3,3
1/12/14,Texas,0,1,1
1/12/14,Kansas,1,1,2
1/12/14,Maryland,0,1,1
1/12/14,New Jersey,0,1,1
1/12/14,South Carolina,1,1,2
1/12/14,Ohio,0,1,1
1/12/14,Ohio,0,1,1
1/12/14,California,1,0,1
1/12/14,Illinois,0,2,2
1/12/14,Texas,0,1,1
1/12/14,North Carolina,0,1,1
1/12/14,Florida,0,1,1
1/12/14,Texas,1,0,1
1/12/14,California,1,0,1
1/12/14,Illinois,0,5,5
1/12/14,Arkansas,1,0,1
1/12/14,Pennsylvania,0,1,1
1/12/14,Maryland,0,1,1
1/12/14,Colorado,0,1,1
1/12/14,Pennsylvania,0,1,1
1/12/14,Florida,0,1,1
1/12/14,Kansas,0,2,2
1/12/14,Colorado,1,0,1
1/12/14,South Carolina,2,0,2
1/12/14,Illinois,0,2,2
1/12/14,Pennsylvania,1,0,1
1/12/14,California,0,1,1
1/12/14,California,1,1,2
1/12/14,Ohio,1,0,1
1/12/14,Kentucky,0,1,1
1/12/14,Tennessee,0,1,1
1/12/14,Ohio,1,0,1
1/12/14,Maryland,0,1,1
1/12/14,Tennessee,0,1,1
1/12/14,Alabama,1,0,1
1/12/14,Colorado,0,1,1
1/12/14,Tennessee,0,1,1
1/12/14,Connecticut,1,0,1
1/12/14,Tennessee,0,1,1
1/12/14,Pennsylvania,1,1,2
1/12/14,Pennsylvania,2,0,2
1/12/14,Indiana,0,1,1
1/12/14,Florida,1,0,1
1/12/14,Hawaii,0,1,1
1/12/14,Missouri,0,1,1
1/12/14,Montana,1,0,1
1/12/14,Wisconsin,0,1,1
1/12/14,Wisconsin,0,1,1
1/12/14,Maryland,1,0,1
1/12/14,Alabama,0,5,5
1/12/14,South Carolina,0,1,1
1/12/14,Maryland,1,0,1
1/12/14,Alabama,1,0,1
1/12/14,Tennessee,0,1,1
1/12/14,Arizona,1,0,1
1/12/14,Kentucky,0,1,1
1/12/14,Texas,0,3,3
1/12/14,Pennsylvania,0,2,2
1/12/14,Kansas,1,0,1
1/12/14,Illinois,0,1,1
1/12/14,Tennessee,0,1,1
1/12/14,Georgia,0,1,1
1/12/14,Georgia,0,1,1
1/12/14,California,1,0,1
1/12/14,Michigan,0,1,1
1/12/14,Illinois,0,1,1
1/12/14,Georgia,0,1,1
1/12/14,New Jersey,0,1,1
1/12/14,Ohio,0,1,1
1/12/14,Pennsylvania,0,1,1
1/13/14,Nevada,0,1,1
1/13/14,Texas,1,0,1
1/13/14,Illinois,1,0,1
1/13/14,Illinois,1,0,1
1/13/14,Louisiana,0,1,1
1/13/14,Virginia,1,0,1
1/13/14,Oklahoma,0,1,1
1/13/14,Texas,1,0,1
1/13/14,Pennsylvania,1,0,1
1/13/14,Mississippi,1,0,1
1/13/14,California,1,1,2
1/13/14,Louisiana,0,1,1
1/13/14,New York,0,1,1
1/13/14,New York,0,1,1
1/13/14,Florida,1,0,1
1/13/14,Minnesota,0,1,1
1/13/14,Pennsylvania,0,1,1
1/13/14,Ohio,0,1,1
1/13/14,Louisiana,0,1,1
1/13/14,Pennsylvania,0,1,1
1/13/14,Louisiana,1,0,1
1/13/14,Ohio,0,1,1
1/13/14,Tennessee,0,1,1
1/13/14,South Carolina,0,2,2
1/13/14,Florida,3,0,3
1/13/14,Maryland,1,0,1
1/13/14,California,1,0,1
1/13/14,Ohio,1,0,1
1/13/14,New York,0,1,1
1/13/14,Florida,0,3,3
1/13/14,Georgia,1,0,1
1/13/14,Georgia,0,1,1
1/13/14,Tennessee,0,1,1
1/13/14,Arkansas,1,0,1
1/13/14,Illinois,0,1,1
1/13/14,Kentucky,0,1,1
1/13/14,Arkansas,1,0,1
1/13/14,Florida,0,1,1
1/13/14,Alabama,0,1,1
1/13/14,Tennessee,0,1,1
1/13/14,Michigan,0,4,4
1/13/14,District of Columbia,0,1,1
1/13/14,Pennsylvania,0,1,1
1/13/14,Texas,1,0,1
1/13/14,Oregon,0,1,1
1/13/14,Pennsylvania,0,1,1
1/13/14,Pennsylvania,0,1,1
1/13/14,Pennsylvania,0,1,1
1/13/14,California,0,1,1
1/13/14,New York,0,1,1
1/13/14,Pennsylvania,1,0,1
1/13/14,New York,0,1,1
1/13/14,Tennessee,0,1,1
1/13/14,Texas,0,1,1
1/13/14,California,0,1,1
1/13/14,Indiana,0,2,2
1/13/14,Florida,0,1,1
1/13/14,Louisiana,0,1,1
1/13/14,Ohio,0,2,2
1/13/14,Maryland,0,1,1
1/13/14,Maryland,1,0,1
1/13/14,Alabama,0,1,1
1/13/14,Tennessee,0,1,1
1/13/14,Louisiana,0,1,1
1/13/14,Connecticut,0,1,1
1/13/14,Illinois,0,1,1
1/13/14,Montana,1,0,1
1/13/14,Indiana,0,1,1
1/13/14,North Carolina,0,1,1
1/13/14,Indiana,1,0,1
1/13/14,Mississippi,0,1,1
1/13/14,Colorado,0,1,1
1/13/14,Florida,1,1,2
1/13/14,Oklahoma,0,1,1
1/13/14,North Carolina,2,0,2
1/13/14,California,1,0,1
1/13/14,Illinois,0,1,1
1/13/14,Florida,0,2,2
1/13/14,Pennsylvania,0,1,1
1/13/14,Missouri,1,0,1
1/13/14,Pennsylvania,0,1,1
1/13/14,Pennsylvania,1,0,1
1/13/14,North Carolina,0,1,1
1/13/14,California,1,0,1
1/13/14,Missouri,0,1,1
1/13/14,Mississippi,0,1,1
1/13/14,Indiana,0,2,2
1/13/14,Indiana,0,1,1
1/13/14,Florida,0,2,2
1/13/14,Tennessee,1,0,1
1/13/14,Pennsylvania,1,0,1
1/13/14,Illinois,0,1,1
1/13/14,Delaware,0,1,1
1/14/14,Michigan,0,1,1
1/14/14,Pennsylvania,0,1,1
1/14/14,Alabama,1,0,1
1/14/14,Missouri,1,2,3
1/14/14,Virginia,1,0,1
1/14/14,Illinois,0,1,1
1/14/14,Georgia,0,1,1
1/14/14,Connecticut,0,1,1
1/14/14,Michigan,0,1,1
1/14/14,Connecticut,0,1,1
1/14/14,Ohio,1,0,1
1/14/14,Texas,0,1,1
1/14/14,Ohio,0,1,1
1/14/14,Ohio,0,2,2
1/14/14,Texas,0,1,1
1/14/14,New York,0,1,1
1/14/14,Massachusetts,2,0,2
1/14/14,Tennessee,1,0,1
1/14/14,Ohio,0,2,2
1/14/14,New Jersey,0,1,1
1/14/14,Florida,1,0,1
1/14/14,Connecticut,0,1,1
1/14/14,Florida,1,0,1
1/14/14,Maryland,0,2,2
1/14/14,Florida,1,0,1
1/14/14,California,1,0,1
1/14/14,Arizona,1,0,1
1/14/14,Arizona,0,1,1
1/14/14,Maine,0,2,2
1/14/14,Texas,1,0,1
1/14/14,Maryland,0,1,1
1/14/14,Utah,3,0,3
1/14/14,Arizona,0,1,1
1/14/14,California,0,1,1
1/14/14,Florida,0,1,1
1/14/14,Illinois,0,1,1
1/14/14,California,0,1,1
1/14/14,California,0,1,1
1/14/14,North Carolina,1,0,1
1/14/14,New Jersey,0,1,1
1/14/14,Florida,1,0,1
1/14/14,Louisiana,0,1,1
1/14/14,Indiana,1,0,1
1/14/14,Oklahoma,1,0,1
1/14/14,Ohio,0,2,2
1/14/14,Mississippi,0,1,1
1/14/14,Texas,0,1,1
1/14/14,South Carolina,0,1,1
1/14/14,California,1,0,1
1/14/14,Mississippi,1,0,1
1/14/14,Nevada,0,1,1
1/14/14,Kentucky,0,1,1
1/14/14,New Mexico,0,2,2
1/14/14,Delaware,2,0,2
1/14/14,Ohio,0,2,2
1/14/14,Tennessee,1,0,1
1/14/14,Tennessee,0,2,2
1/14/14,California,0,4,4
1/14/14,Mississippi,0,1,1
1/14/14,West Virginia,1,0,1
1/14/14,Nevada,1,0,1
1/14/14,Ohio,0,1,1
1/14/14,Georgia,1,0,1
1/14/14,Illinois,0,1,1
1/14/14,Ohio,1,0,1
1/14/14,New York,1,0,1
1/14/14,California,1,0,1
1/14/14,California,2,0,2
1/14/14,Massachusetts,0,1,1
1/14/14,Arizona,1,0,1
1/14/14,Virginia,1,0,1
1/14/14,Wisconsin,0,1,1
1/14/14,Michigan,1,0,1
1/14/14,Pennsylvania,0,1,1
1/14/14,Pennsylvania,1,0,1
1/14/14,Mississippi,0,2,2
1/14/14,District of Columbia,0,1,1
1/14/14,Texas,1,0,1
1/14/14,Indiana,0,1,1
1/14/14,California,1,0,1
1/14/14,California,0,1,1
1/14/14,Illinois,0,1,1
1/14/14,Tennessee,0,1,1
1/14/14,Wisconsin,0,1,1
1/14/14,Alabama,0,1,1
1/14/14,Mississippi,0,2,2
1/14/14,Kentucky,2,0,2
1/14/14,Texas,1,1,2
1/15/14,Pennsylvania,1,0,1
1/15/14,Florida,1,0,1
1/15/14,Louisiana,0,1,1
1/15/14,Ohio,0,1,1
1/15/14,West Virginia,0,1,1
1/15/14,Wisconsin,1,0,1
1/15/14,Montana,0,1,1
1/15/14,Florida,0,1,1
1/15/14,Texas,1,0,1
1/15/14,New York,0,1,1
1/15/14,Florida,0,1,1
1/15/14,North Carolina,0,1,1
1/15/14,Massachusetts,1,0,1
1/15/14,Maryland,1,0,1
1/15/14,Alabama,1,1,2
1/15/14,Kentucky,0,1,1
1/15/14,Rhode Island,0,1,1
1/15/14,Massachusetts,0,1,1
1/15/14,Ohio,0,1,1
1/15/14,Oregon,0,1,1
1/15/14,Tennessee,2,1,3
1/15/14,Arkansas,0,1,1
1/15/14,Virginia,0,1,1
1/15/14,North Carolina,1,0,1
1/15/14,New York,0,1,1
1/15/14,Oklahoma,0,1,1
1/15/14,Pennsylvania,2,0,2
1/15/14,Texas,0,2,2
1/15/14,Florida,0,1,1
1/15/14,Kansas,0,3,3
1/15/14,Ohio,1,0,1
1/15/14,Michigan,0,1,1
1/15/14,Texas,1,0,1
1/15/14,Minnesota,0,1,1
1/15/14,Alabama,1,0,1
1/15/14,South Carolina,4,0,4
1/15/14,Nebraska,1,0,1
1/15/14,Virginia,0,1,1
1/15/14,Indiana,3,0,3
1/15/14,Maryland,0,1,1
1/15/14,District of Columbia,1,0,1
1/15/14,Florida,0,2,2
1/15/14,Pennsylvania,1,1,2
1/15/14,California,0,3,3
1/15/14,Illinois,1,0,1
1/15/14,Georgia,1,0,1
1/15/14,Georgia,1,0,1
1/15/14,Florida,3,0,3
1/15/14,Arkansas,0,2,2
1/15/14,Maryland,0,1,1
1/15/14,Massachusetts,1,0,1
1/15/14,Louisiana,2,0,2
1/15/14,Texas,0,1,1
1/15/14,South Carolina,0,1,1
1/15/14,Illinois,1,0,1
1/15/14,Arkansas,0,1,1
1/15/14,Ohio,0,1,1
1/15/14,North Carolina,0,1,1
1/15/14,Indiana,1,0,1
1/15/14,Texas,1,0,1
1/15/14,Alabama,0,1,1
1/15/14,Georgia,0,1,1
1/15/14,New Jersey,0,1,1
1/15/14,Florida,0,2,2
1/15/14,Indiana,0,1,1
1/15/14,Michigan,1,1,2
1/15/14,Pennsylvania,0,1,1
1/15/14,Michigan,1,0,1
1/15/14,Massachusetts,0,1,1
1/15/14,Florida,0,1,1
1/15/14,Indiana,2,0,2
1/15/14,Florida,0,1,1
1/15/14,New Jersey,0,1,1
1/15/14,Florida,0,1,1
1/15/14,Ohio,0,1,1
1/15/14,Illinois,0,1,1
1/15/14,Texas,1,1,2
1/15/14,Florida,0,1,1
1/15/14,Vermont,1,0,1
1/16/14,Colorado,1,0,1
1/16/14,North Carolina,0,1,1
1/16/14,Tennessee,0,1,1
1/16/14,Tennessee,0,1,1
1/16/14,Washington,0,1,1
1/16/14,Florida,0,1,1
1/16/14,Indiana,1,0,1
1/16/14,South Carolina,0,1,1
1/16/14,Virginia,0,1,1
1/16/14,Pennsylvania,1,0,1
1/16/14,Texas,1,0,1
1/16/14,Texas,1,0,1
1/16/14,Arizona,0,1,1
1/16/14,New York,1,0,1
1/16/14,California,2,2,4
1/16/14,Texas,0,1,1
1/16/14,Florida,0,1,1
1/16/14,New Jersey,1,0,1
1/16/14,Alabama,0,1,1
1/16/14,Texas,1,0,1
1/16/14,Alabama,1,0,1
1/16/14,Massachusetts,1,0,1
1/16/14,Illinois,0,2,2
1/16/14,New Jersey,1,0,1
1/16/14,Illinois,0,1,1
1/16/14,Illinois,0,1,1
1/16/14,Illinois,1,0,1
1/16/14,Illinois,0,1,1
1/16/14,Oklahoma,2,4,6
1/16/14,Ohio,0,1,1
1/16/14,Florida,1,0,1
1/16/14,Texas,0,2,2
1/16/14,Tennessee,0,1,1
1/16/14,Missouri,0,1,1
1/16/14,Georgia,0,2,2
1/16/14,Texas,0,1,1
1/16/14,South Carolina,0,1,1
1/16/14,New York,0,1,1
1/16/14,California,1,0,1
1/16/14,New York,1,1,2
1/16/14,Michigan,1,0,1
1/16/14,Illinois,1,0,1
1/16/14,Utah,5,0,5
1/16/14,Texas,1,0,1
1/16/14,Michigan,1,0,1
1/16/14,California,2,0,2
1/16/14,Louisiana,1,0,1
1/16/14,South Carolina,0,2,2
1/16/14,New Jersey,0,1,1
1/16/14,Kansas,1,0,1
1/16/14,Alabama,1,0,1
1/16/14,Indiana,0,2,2
1/16/14,Florida,0,1,1
1/16/14,Texas,0,1,1
1/16/14,Texas,2,0,2
1/16/14,California,1,0,1
1/16/14,Oklahoma,0,1,1
1/16/14,Washington,0,1,1
1/16/14,Virginia,0,1,1
1/16/14,Nebraska,1,0,1
1/16/14,New Jersey,0,2,2
1/16/14,California,1,0,1
1/16/14,Louisiana,1,0,1
1/16/14,Florida,0,1,1
1/16/14,New Jersey,0,1,1
1/16/14,Texas,0,1,1
1/16/14,Indiana,0,1,1
1/16/14,Texas,0,1,1
1/16/14,Florida,1,0,1
1/16/14,Texas,0,1,1
1/16/14,New Jersey,0,1,1
1/16/14,Florida,0,1,1
1/16/14,Louisiana,0,2,2
1/16/14,Tennessee,2,0,2
1/16/14,Missouri,0,1,1
1/16/14,Pennsylvania,1,0,1
1/16/14,North Carolina,0,1,1
1/16/14,Florida,2,1,3
1/16/14,District of Columbia,1,0,1
1/17/14,Maryland,0,1,1
1/17/14,Massachusetts,0,1,1
1/17/14,Texas,0,1,1
1/17/14,Ohio,0,1,1
1/17/14,Pennsylvania,0,1,1
1/17/14,Alabama,0,1,1
1/17/14,Pennsylvania,0,1,1
1/17/14,Pennsylvania,0,1,1
1/17/14,New York,0,1,1
1/17/14,North Carolina,0,1,1
1/17/14,Pennsylvania,1,0,1
1/17/14,New Jersey,0,1,1
1/17/14,Pennsylvania,1,0,1
1/17/14,Tennessee,0,1,1
1/17/14,California,2,2,4
1/17/14,Pennsylvania,0,1,1
1/17/14,Tennessee,0,1,1
1/17/14,California,1,0,1
1/17/14,Pennsylvania,0,1,1
1/17/14,Kentucky,0,1,1
1/17/14,Virginia,1,0,1
1/17/14,New York,0,1,1
1/17/14,Arizona,1,0,1
1/17/14,California,0,1,1
1/17/14,Texas,0,1,1
1/17/14,New Hampshire,0,1,1
1/17/14,Arizona,0,1,1
1/17/14,Kentucky,1,0,1
1/17/14,New York,0,1,1
1/17/14,Illinois,0,1,1
1/17/14,Mississippi,0,1,1
1/17/14,Florida,3,1,4
1/17/14,Alabama,1,0,1
1/17/14,Missouri,0,1,1
1/17/14,Georgia,1,0,1
1/17/14,Ohio,0,1,1
1/17/14,Ohio,1,0,1
1/17/14,Ohio,0,1,1
1/17/14,New Jersey,1,0,1
1/17/14,Louisiana,0,1,1
1/17/14,South Carolina,0,1,1
1/17/14,Alabama,1,0,1
1/17/14,Ohio,1,0,1
1/17/14,Maryland,0,1,1
1/17/14,Pennsylvania,0,1,1
1/17/14,Oklahoma,0,1,1
1/17/14,Missouri,0,1,1
1/17/14,New York,0,1,1
1/17/14,Mississippi,0,1,1
1/17/14,California,0,1,1
1/17/14,South Carolina,0,1,1
1/17/14,Pennsylvania,1,0,1
1/17/14,New York,0,1,1
1/17/14,Pennsylvania,0,1,1
1/17/14,Illinois,0,1,1
1/17/14,Louisiana,1,0,1
1/17/14,Arkansas,0,1,1
1/17/14,California,1,1,2
1/17/14,Illinois,1,0,1
1/17/14,Pennsylvania,0,1,1
1/17/14,Pennsylvania,0,2,2
1/17/14,Texas,1,1,2
1/17/14,California,0,1,1
1/17/14,California,0,2,2
1/17/14,Alabama,1,0,1
1/17/14,California,0,1,1
1/17/14,Florida,0,1,1
1/17/14,Georgia,0,1,1
1/17/14,Alabama,0,1,1
1/17/14,Illinois,0,1,1
1/17/14,Ohio,0,1,1
1/17/14,Michigan,0,3,3
1/17/14,North Carolina,0,2,2
1/17/14,California,1,0,1
1/17/14,Georgia,1,0,1
1/17/14,Kentucky,0,2,2
1/17/14,Iowa,0,1,1
1/17/14,Florida,0,1,1
1/17/14,New Jersey,0,1,1
1/17/14,Georgia,1,0,1
1/17/14,California,0,1,1
1/17/14,Connecticut,1,0,1
1/17/14,Texas,0,1,1
1/17/14,New York,0,1,1
1/17/14,Georgia,0,1,1
1/17/14,Maryland,1,0,1
1/17/14,Michigan,0,1,1
1/17/14,North Carolina,0,1,1
1/17/14,South Carolina,0,1,1
1/18/14,Michigan,0,1,1
1/18/14,Illinois,0,1,1
1/18/14,Texas,0,1,1
1/18/14,New York,1,1,2
1/18/14,Kansas,0,1,1
1/18/14,Pennsylvania,0,1,1
1/18/14,Texas,1,0,1
1/18/14,Illinois,0,1,1
1/18/14,Michigan,0,2,2
1/18/14,New York,0,3,3
1/18/14,California,1,0,1
